Fecha,Precio_Ponderado_COP/kWh
2022-07-19,119.8495
2022-07-20,106.9378
2022-07-21,107.5725
2022-07-22,103.6371
2022-07-23,103.7809
2022-07-24,111.5419
2022-07-25,108.5339
2022-07-26,133.7334
2022-07-27,106.6984
2022-07-28,104.6455
2022-07-29,110.2865
2022-07-30,106.4815
2022-07-31,119.1231
2022-08-01,112.1367
2022-08-02,107.1019
2022-08-03,112.6073
2022-08-04,112.6047
2022-08-05,110.736
2022-08-06,109.7957
2022-08-07,105.9369
2022-08-08,106.6672
2022-08-09,108.3784
2022-08-10,107.6623
2022-08-11,107.9782
2022-08-12,109.607
2022-08-13,107.9826
2022-08-14,109.6016
2022-08-15,107.9369
2022-08-16,122.4575
2022-08-17,151.952
2022-08-18,120.2275
2022-08-19,127.2103
2022-08-20,108.6662
2022-08-21,107.7724
2022-08-22,136.4148
2022-08-23,129.6349
2022-08-24,170.1702
2022-08-25,203.4666
2022-08-26,237.5859
2022-08-27,253.9461
2022-08-28,267.3723
2022-08-29,290.2447
2022-08-30,307.747
2022-08-31,337.4254
2022-09-01,333.0993
2022-09-02,338.3617
2022-09-03,289.8744
2022-09-04,203.6921
2022-09-05,206.4195
2022-09-06,217.0528
2022-09-07,208.1017
2022-09-08,196.2799
2022-09-09,213.5877
2022-09-10,217.6064
2022-09-11,140.4573
2022-09-12,217.4968
2022-09-13,283.8894
2022-09-14,354.6372
2022-09-15,449.9176
2022-09-16,418.2127
2022-09-17,340.52
2022-09-18,227.2209
2022-09-19,283.1296
2022-09-20,275.341
2022-09-21,249.9183
2022-09-22,228.4567
2022-09-23,229.141
2022-09-24,204.1554
2022-09-25,188.0206
2022-09-26,250.6502
2022-09-27,236.9733
2022-09-28,220.7183
2022-09-29,229.0387
2022-09-30,241.7011
2022-10-01,236.4121
2022-10-02,236.5784
2022-10-03,282.7053
2022-10-04,282.9687
2022-10-05,318.0786
2022-10-06,310.8417
2022-10-07,299.8871
2022-10-08,308.3461
2022-10-09,261.2586
2022-10-10,368.2951
2022-10-11,395.7283
2022-10-12,345.8706
2022-10-13,330.0655
2022-10-14,316.3665
2022-10-15,305.9632
2022-10-16,307.1289
2022-10-17,316.5831
2022-10-18,359.0025
2022-10-19,513.9575
2022-10-20,449.7842
2022-10-21,421.1262
2022-10-22,356.7043
2022-10-23,201.6152
2022-10-24,278.9976
2022-10-25,255.0802
2022-10-26,331.0336
2022-10-27,247.0174
2022-10-28,270.4847
2022-10-29,189.5345
2022-10-30,132.8174
2022-10-31,196.2031
2022-11-01,205.0984
2022-11-02,228.5805
2022-11-03,228.7163
2022-11-04,185.9633
2022-11-05,176.4774
2022-11-06,114.4392
2022-11-07,165.6546
2022-11-08,185.3196
2022-11-09,187.2773
2022-11-10,188.9065
2022-11-11,166.9679
2022-11-12,170.9625
2022-11-13,170.5182
2022-11-14,137.8896
2022-11-15,164.517
2022-11-16,170.5892
2022-11-17,168.5599
2022-11-18,114.1278
2022-11-19,121.6774
2022-11-20,111.5997
2022-11-21,122.1431
2022-11-22,168.8082
2022-11-23,178.0341
2022-11-24,190.3697
2022-11-25,223.6217
2022-11-26,248.8832
2022-11-27,251.4128
2022-11-28,277.9041
2022-11-29,289.6633
2022-11-30,316.0488
2022-12-01,333.173
2022-12-02,342.5808
2022-12-03,344.1956
2022-12-04,259.7042
2022-12-05,306.1971
2022-12-06,260.0668
2022-12-07,256.1446
2022-12-08,242.8751
2022-12-09,219.2733
2022-12-10,237.0628
2022-12-11,244.5167
2022-12-12,245.8504
2022-12-13,258.8685
2022-12-14,271.5205
2022-12-15,288.0463
2022-12-16,285.0049
2022-12-17,273.1555
2022-12-18,288.98
2022-12-19,326.026
2022-12-20,328.8752
2022-12-21,358.2204
2022-12-22,402.548
2022-12-23,419.2048
2022-12-24,421.3745
2022-12-25,430.7228
2022-12-26,446.4441
2022-12-27,468.5134
2022-12-28,509.7055
2022-12-29,508.7172
2022-12-30,457.9403
2022-12-31,523.3411
2023-01-01,501.0193
2023-01-02,511.0557
2023-01-03,533.1722
2023-01-04,557.2498
2023-01-05,561.3914
2023-01-06,530.4271
2023-01-07,503.9182
2023-01-08,419.7128
2023-01-09,438.1197
2023-01-10,397.9336
2023-01-11,441.9413
2023-01-12,328.3245
2023-01-13,266.9445
2023-01-14,252.033
2023-01-15,218.2761
2023-01-16,212.3671
2023-01-17,222.6254
2023-01-18,251.0861
2023-01-19,242.1157
2023-01-20,244.9388
2023-01-21,206.8023
2023-01-22,198.4325
2023-01-23,247.1511
2023-01-24,251.719
2023-01-25,279.9644
2023-01-26,353.0462
2023-01-27,377.9898
2023-01-28,396.4733
2023-01-29,454.0655
2023-01-30,575.7185
2023-01-31,679.6749
2023-02-01,770.4973
2023-02-02,732.6086
2023-02-03,795.5779
2023-02-04,801.1913
2023-02-05,750.9482
2023-02-06,600.5974
2023-02-07,698.9028
2023-02-08,631.4197
2023-02-09,571.3421
2023-02-10,559.7817
2023-02-11,614.9493
2023-02-12,579.3472
2023-02-13,576.1645
2023-02-14,564.4951
2023-02-15,548.5729
2023-02-16,518.181
2023-02-17,502.2619
2023-02-18,432.7661
2023-02-19,420.436
2023-02-20,420.0953
2023-02-21,425.6948
2023-02-22,359.9735
2023-02-23,379.0864
2023-02-24,339.8975
2023-02-25,301.1992
2023-02-26,316.8643
2023-02-27,322.1202
2023-02-28,378.5994
2023-03-01,379.7426
2023-03-02,417.3164
2023-03-03,438.9101
2023-03-04,449.9906
2023-03-05,465.8754
2023-03-06,503.7581
2023-03-07,489.1094
2023-03-08,474.1955
2023-03-09,433.0524
2023-03-10,329.5411
2023-03-11,313.575
2023-03-12,294.4973
2023-03-13,238.2489
2023-03-14,196.0533
2023-03-15,168.3757
2023-03-16,174.6023
2023-03-17,226.5828
2023-03-18,208.2651
2023-03-19,165.394
2023-03-20,241.9462
2023-03-21,300.4762
2023-03-22,347.1705
2023-03-23,329.2753
2023-03-24,333.466
2023-03-25,240.1052
2023-03-26,189.8465
2023-03-27,186.9065
2023-03-28,196.5304
2023-03-29,159.2971
2023-03-30,172.6888
2023-03-31,167.0848
2023-04-01,151.6462
2023-04-02,155.1498
2023-04-03,149.1197
2023-04-04,151.9272
2023-04-05,145.2291
2023-04-06,140.7136
2023-04-07,134.2616
2023-04-08,142.9981
2023-04-09,134.0929
2023-04-10,144.9626
2023-04-11,146.6257
2023-04-12,267.8743
2023-04-13,251.6703
2023-04-14,254.3522
2023-04-15,216.357
2023-04-16,212.1333
2023-04-17,300.8115
2023-04-18,291.9353
2023-04-19,265.3846
2023-04-20,305.4568
2023-04-21,321.1886
2023-04-22,335.2324
2023-04-23,342.0048
2023-04-24,345.781
2023-04-25,335.2364
2023-04-26,325.8594
2023-04-27,257.8063
2023-04-28,257.4389
2023-04-29,190.7009
2023-04-30,211.4487
2023-05-01,194.4666
2023-05-02,250.756
2023-05-03,266.7619
2023-05-04,261.1494
2023-05-05,327.0291
2023-05-06,325.041
2023-05-07,355.2079
2023-05-08,408.6805
2023-05-09,524.461
2023-05-10,588.5635
2023-05-11,635.2103
2023-05-12,646.9987
2023-05-13,695.8713
2023-05-14,686.5004
2023-05-15,733.1845
2023-05-16,778.7556
2023-05-17,820.136
2023-05-18,823.9409
2023-05-19,836.538
2023-05-20,837.8447
2023-05-21,787.9212
2023-05-22,800.7412
2023-05-23,811.9777
2023-05-24,759.2147
2023-05-25,777.6822
2023-05-26,683.1933
2023-05-27,664.1787
2023-05-28,458.6928
2023-05-29,386.7705
2023-05-30,387.5353
2023-05-31,365.574
2023-06-01,318.0735
2023-06-02,259.9755
2023-06-03,248.9025
2023-06-04,210.01
2023-06-05,283.926
2023-06-06,301.8755
2023-06-07,349.976
2023-06-08,330.4807
2023-06-09,312.9856
2023-06-10,292.9969
2023-06-11,283.1245
2023-06-12,296.0077
2023-06-13,333.7345
2023-06-14,359.3204
2023-06-15,365.3837
2023-06-16,413.4421
2023-06-17,442.9978
2023-06-18,502.9005
2023-06-19,574.5981
2023-06-20,613.7081
2023-06-21,748.6762
2023-06-22,754.1758
2023-06-23,852.5201
2023-06-24,896.4901
2023-06-25,742.7096
2023-06-26,729.6175
2023-06-27,630.9852
2023-06-28,634.3024
2023-06-29,472.2275
2023-06-30,519.0146
2023-07-01,546.4877
2023-07-02,551.6624
2023-07-03,498.3827
2023-07-04,562.411
2023-07-05,610.6061
2023-07-06,613.4867
2023-07-07,569.6581
2023-07-08,515.0391
2023-07-09,447.3908
2023-07-10,473.9263
2023-07-11,529.2881
2023-07-12,564.1035
2023-07-13,626.4731
2023-07-14,670.6897
2023-07-15,634.0613
2023-07-16,658.6905
2023-07-17,617.0051
2023-07-18,568.3116
2023-07-19,464.5197
2023-07-20,359.9697
2023-07-21,461.0816
2023-07-22,345.7481
2023-07-23,373.7769
2023-07-24,516.2225
2023-07-25,503.4668
2023-07-26,521.0081
2023-07-27,556.0928
2023-07-28,492.7956
2023-07-29,504.1308
2023-07-30,505.4116
2023-07-31,511.7886
2023-08-01,564.8285
2023-08-02,565.4836
2023-08-03,516.1421
2023-08-04,545.3254
2023-08-05,467.5601
2023-08-06,495.8057
2023-08-07,421.8189
2023-08-08,529.9325
2023-08-09,625.268
2023-08-10,680.15
2023-08-11,744.5159
2023-08-12,769.9712
2023-08-13,668.5032
2023-08-14,674.5194
2023-08-15,747.2366
2023-08-16,699.7266
2023-08-17,715.4046
2023-08-18,733.3483
2023-08-19,694.6223
2023-08-20,437.3166
2023-08-21,437.3064
2023-08-22,346.1889
2023-08-23,251.4576
2023-08-24,207.7163
2023-08-25,212.4071
2023-08-26,252.1637
2023-08-27,188.6772
2023-08-28,371.5628
2023-08-29,562.9152
2023-08-30,752.8002
2023-08-31,805.9851
2023-09-01,842.101
2023-09-02,898.7798
2023-09-03,941.818
2023-09-04,968.7826
2023-09-05,981.2477
2023-09-06,948.7498
2023-09-07,1002.7442
2023-09-08,1020.2849
2023-09-09,1042.869
2023-09-10,1041.392
2023-09-11,1056.2196
2023-09-12,1056.2386
2023-09-13,1057.4083
2023-09-14,1058.2773
2023-09-15,1059.5876
2023-09-16,1054.5638
2023-09-17,995.3262
2023-09-18,1044.2198
2023-09-19,1042.8185
2023-09-20,1042.8287
2023-09-21,1060.2845
2023-09-22,1060.1213
2023-09-23,1061.1947
2023-09-24,1006.7109
2023-09-25,1044.7518
2023-09-26,1061.545
2023-09-27,1043.7445
2023-09-28,1044.9366
2023-09-29,1034.6066
2023-09-30,1017.7333
2023-10-01,1060.8402
2023-10-02,1062.9437
2023-10-03,1062.684
2023-10-04,1058.1438
2023-10-05,1060.7853
2023-10-06,1086.4132
2023-10-07,1099.9078
2023-10-08,1046.2788
2023-10-09,1078.8441
2023-10-10,1076.4698
2023-10-11,1046.8513
2023-10-12,985.5134
2023-10-13,997.4894
2023-10-14,1053.5096
2023-10-15,1013.2528
2023-10-16,1078.5479
2023-10-17,1115.9727
2023-10-18,1181.9962
2023-10-19,1284.2825
2023-10-20,1368.9803
2023-10-21,1429.2882
2023-10-22,1241.4645
2023-10-23,1365.2841
2023-10-24,1432.6019
2023-10-25,979.14
2023-10-26,770.9828
2023-10-27,683.2451
2023-10-28,532.0983
2023-10-29,373.9115
2023-10-30,577.0718
2023-10-31,470.9331
2023-11-01,458.5651
2023-11-02,466.4876
2023-11-03,310.3853
2023-11-04,435.8255
2023-11-05,318.1012
2023-11-06,419.9582
2023-11-07,583.376
2023-11-08,500.2127
2023-11-09,613.923
2023-11-10,567.8939
2023-11-11,578.5814
2023-11-12,660.2356
2023-11-13,677.0911
2023-11-14,829.0385
2023-11-15,807.0451
2023-11-16,695.6585
2023-11-17,655.9427
2023-11-18,437.5554
2023-11-19,368.5452
2023-11-20,351.6049
2023-11-21,351.8464
2023-11-22,425.3371
2023-11-23,445.9727
2023-11-24,499.2491
2023-11-25,381.1225
2023-11-26,350.568
2023-11-27,532.9114
2023-11-28,567.0811
2023-11-29,546.8268
2023-11-30,664.8766
2023-12-01,708.2896
2023-12-02,754.619
2023-12-03,740.0831
2023-12-04,762.2047
2023-12-05,805.5634
2023-12-06,812.6302
2023-12-07,808.7773
2023-12-08,800.4598
2023-12-09,884.5465
2023-12-10,902.1608
2023-12-11,948.1748
2023-12-12,905.4968
2023-12-13,914.4051
2023-12-14,891.417
2023-12-15,870.1957
2023-12-16,842.5686
2023-12-17,778.6019
2023-12-18,761.3969
2023-12-19,687.1412
2023-12-20,546.0229
2023-12-21,531.8938
2023-12-22,494.9555
2023-12-23,504.2471
2023-12-24,497.7869
2023-12-25,426.8166
2023-12-26,401.1185
2023-12-27,420.6614
2023-12-28,379.2772
2023-12-29,335.5697
2023-12-30,125.7319
2023-12-31,183.1398
2024-01-01,222.9618
2024-01-02,402.2278
2024-01-03,461.9103
2024-01-04,554.7212
2024-01-05,624.2399
2024-01-06,626.5999
2024-01-07,634.7765
2024-01-08,639.7707
2024-01-09,692.5243
2024-01-10,666.3527
2024-01-11,687.3279
2024-01-12,667.8129
2024-01-13,650.6626
2024-01-14,614.6114
2024-01-15,620.3071
2024-01-16,609.3286
2024-01-17,590.7826
2024-01-18,553.5392
2024-01-19,542.7846
2024-01-20,526.0767
2024-01-21,503.3584
2024-01-22,502.3766
2024-01-23,495.3901
2024-01-24,491.1529
2024-01-25,481.2806
2024-01-26,445.9592
2024-01-27,468.514
2024-01-28,530.6857
2024-01-29,601.3842
2024-01-30,630.0688
2024-01-31,639.5867
2024-02-01,693.1762
2024-02-02,691.316
2024-02-03,671.1937
2024-02-04,622.1608
2024-02-05,631.0341
2024-02-06,570.0233
2024-02-07,566.1583
2024-02-08,445.7882
2024-02-09,517.2442
2024-02-10,535.4434
2024-02-11,543.2314
2024-02-12,574.8888
2024-02-13,597.9694
2024-02-14,619.147
2024-02-15,599.5146
2024-02-16,539.3582
2024-02-17,566.732
2024-02-18,550.8132
2024-02-19,576.7583
2024-02-20,582.6806
2024-02-21,601.539
2024-02-22,510.1295
2024-02-23,573.505
2024-02-24,588.0939
2024-02-25,541.7079
2024-02-26,563.7113
2024-02-27,536.8853
2024-02-28,486.616
2024-02-29,496.4923
2024-03-01,483.2613
2024-03-02,493.4891
2024-03-03,473.786
2024-03-04,490.339
2024-03-05,542.7116
2024-03-06,545.6137
2024-03-07,564.3793
2024-03-08,543.1886
2024-03-09,544.5899
2024-03-10,560.3517
2024-03-11,561.2989
2024-03-12,585.2197
2024-03-13,574.467
2024-03-14,541.3492
2024-03-15,558.63
2024-03-16,574.9938
2024-03-17,582.3237
2024-03-18,535.2928
2024-03-19,619.9499
2024-03-20,627.5987
2024-03-21,654.7072
2024-03-22,708.3809
2024-03-23,717.5608
2024-03-24,654.8974
2024-03-25,739.7822
2024-03-26,837.8492
2024-03-27,931.2893
2024-03-28,854.8304
2024-03-29,814.5477
2024-03-30,759.7827
2024-03-31,713.0504
2024-04-01,861.0183
2024-04-02,1031.7618
2024-04-03,1238.8253
2024-04-04,1086.8647
2024-04-05,996.613
2024-04-06,665.0722
2024-04-07,638.7106
2024-04-08,928.9747
2024-04-09,998.0718
2024-04-10,959.0842
2024-04-11,1032.7987
2024-04-12,1038.0223
2024-04-13,1020.6266
2024-04-14,1037.8427
2024-04-15,1081.3018
2024-04-16,1100.8812
2024-04-17,1044.559
2024-04-18,1041.114
2024-04-19,1007.8426
2024-04-20,977.8028
2024-04-21,621.398
2024-04-22,555.3657
2024-04-23,457.3021
2024-04-24,206.0242
2024-04-25,242.2608
2024-04-26,221.8371
2024-04-27,164.1058
2024-04-28,107.1417
2024-04-29,139.6465
2024-04-30,138.3505
2024-05-01,149.605
2024-05-02,197.2137
2024-05-03,278.7185
2024-05-04,320.9488
2024-05-05,312.4677
2024-05-06,306.6143
2024-05-07,289.4802
2024-05-08,295.527
2024-05-09,265.426
2024-05-10,247.8206
2024-05-11,222.3661
2024-05-12,147.1002
2024-05-13,194.5274
2024-05-14,225.579
2024-05-15,211.3782
2024-05-16,220.5224
2024-05-17,270.0729
2024-05-18,269.0629
2024-05-19,200.3081
2024-05-20,295.5466
2024-05-21,281.9838
2024-05-22,369.4421
2024-05-23,381.5659
2024-05-24,460.5553
2024-05-25,478.3926
2024-05-26,369.7357
2024-05-27,452.0851
2024-05-28,431.0393
2024-05-29,468.4079
2024-05-30,345.8353
2024-05-31,223.2481
2024-06-01,237.3173
2024-06-02,241.6065
2024-06-03,259.1107
2024-06-04,311.4934
2024-06-05,405.9845
2024-06-06,362.1025
2024-06-07,356.1909
2024-06-08,377.3845
2024-06-09,311.345
2024-06-10,306.8993
2024-06-11,309.734
2024-06-12,337.7336
2024-06-13,363.0072
2024-06-14,372.0906
2024-06-15,294.9351
2024-06-16,278.2526
2024-06-17,262.3544
2024-06-18,243.9302
2024-06-19,318.4008
2024-06-20,322.0841
2024-06-21,224.384
2024-06-22,263.8495
2024-06-23,191.4988
2024-06-24,241.2668
2024-06-25,271.5087
2024-06-26,268.3064
2024-06-27,285.6017
2024-06-28,221.1416
2024-06-29,204.6573
2024-06-30,115.332
2024-07-01,129.994
2024-07-02,170.4505
2024-07-03,190.816
2024-07-04,214.849
2024-07-05,209.1651
2024-07-06,160.5363
2024-07-07,137.5993
2024-07-08,202.7154
2024-07-09,254.6227
2024-07-10,219.7562
2024-07-11,340.8996
2024-07-12,300.019
2024-07-13,271.7839
2024-07-14,230.6498
2024-07-15,291.5673
2024-07-16,294.5149
2024-07-17,307.4333
2024-07-18,305.4423
2024-07-19,321.5981
2024-07-20,321.582
2024-07-21,324.798
2024-07-22,402.597
2024-07-23,462.6686
2024-07-24,375.7279
2024-07-25,372.0791
2024-07-26,337.9464
2024-07-27,341.2936
2024-07-28,286.3818
2024-07-29,382.529
2024-07-30,403.1373
2024-07-31,394.1426
2024-08-01,434.4673
2024-08-02,412.528
2024-08-03,479.0751
2024-08-04,462.1977
2024-08-05,530.5309
2024-08-06,490.1798
2024-08-07,456.8294
2024-08-08,553.0781
2024-08-09,562.3586
2024-08-10,548.9366
2024-08-11,408.5821
2024-08-12,607.119
2024-08-13,621.194
2024-08-14,675.904
2024-08-15,646.2429
2024-08-16,612.2448
2024-08-17,572.2804
2024-08-18,611.0754
2024-08-19,652.2789
2024-08-20,769.336
2024-08-21,760.0639
2024-08-22,788.0129
2024-08-23,703.1995
2024-08-24,646.9368
2024-08-25,594.7664
2024-08-26,477.7098
2024-08-27,547.2376
2024-08-28,547.9322
2024-08-29,512.074
2024-08-30,500.1843
2024-08-31,543.3022
2024-09-01,578.6257
2024-09-02,648.4815
2024-09-03,636.6748
2024-09-04,650.0767
2024-09-05,673.59
2024-09-06,699.4158
2024-09-07,711.1775
2024-09-08,642.1141
2024-09-09,686.4429
2024-09-10,762.8992
2024-09-11,788.1839
2024-09-12,819.9179
2024-09-13,812.5137
2024-09-14,863.1215
2024-09-15,851.6989
2024-09-16,912.1544
2024-09-17,921.4181
2024-09-18,925.4638
2024-09-19,926.3024
2024-09-20,933.2459
2024-09-21,933.9499
2024-09-22,933.1975
2024-09-23,934.1266
2024-09-24,934.3918
2024-09-25,924.9594
2024-09-26,922.2809
2024-09-27,913.109
2024-09-28,914.8711
2024-09-29,913.7971
2024-09-30,7235.1668
2024-10-01,1079.5404
2024-10-02,1166.4003
2024-10-03,1549.4777
2024-10-04,1387.2547
2024-10-05,1390.9888
2024-10-06,1165.0178
2024-10-07,1604.1909
2024-10-08,1433.2611
2024-10-09,1544.6785
2024-10-10,1274.8501
2024-10-11,1373.7081
2024-10-12,1034.4377
2024-10-13,1291.5963
2024-10-14,1648.4049
2024-10-15,1768.3887
2024-10-16,1716.2595
2024-10-17,1696.6658
2024-10-18,1883.7381
2024-10-19,2295.4503
2024-10-20,1057.2379
2024-10-21,1271.9053
2024-10-22,1689.1674
2024-10-23,1733.3933
2024-10-24,1496.8881
2024-10-25,2017.0587
2024-10-26,1729.8102
2024-10-27,1108.2478
2024-10-28,1835.5809
2024-10-29,1755.118
2024-10-30,1705.7719
2024-10-31,2457.0686
2024-11-01,2459.3307
2024-11-02,2452.8783
2024-11-03,2459.3318
2024-11-04,2376.7454
2024-11-05,1622.6194
2024-11-06,1941.8913
2024-11-07,1935.5843
2024-11-08,1594.9942
2024-11-09,791.5399
2024-11-10,847.927
2024-11-11,825.3483
2024-11-12,1024.212
2024-11-13,854.59
2024-11-14,937.2326
2024-11-15,690.3195
2024-11-16,694.0154
2024-11-17,543.4276
2024-11-18,765.4362
2024-11-19,709.3668
2024-11-20,775.1624
2024-11-21,585.5853
2024-11-22,694.7289
2024-11-23,571.5061
2024-11-24,238.5286
2024-11-25,456.985
2024-11-26,509.1586
2024-11-27,778.3953
2024-11-28,801.512
2024-11-29,618.3022
2024-11-30,457.8169
2024-12-01,561.9506
2024-12-02,664.0736
2024-12-03,731.9352
2024-12-04,781.7225
2024-12-05,796.785
2024-12-06,784.513
2024-12-07,808.3891
2024-12-08,721.5344
2024-12-09,848.8857
2024-12-10,863.5778
2024-12-11,879.1079
2024-12-12,896.0893
2024-12-13,946.1999
2024-12-14,1010.6413
2024-12-15,947.5723
2024-12-16,1108.3697
2024-12-17,1062.3013
2024-12-18,943.0185
2024-12-19,893.6985
2024-12-20,937.6608
2024-12-21,956.1108
2024-12-22,879.8889
2024-12-23,744.3446
2024-12-24,720.7332
2024-12-25,415.6951
2024-12-26,550.6485
2024-12-27,405.628
2024-12-28,503.9676
2024-12-29,305.306
2024-12-30,398.9357
2024-12-31,167.8437
2025-01-01,223.1386
2025-01-02,469.6769
2025-01-03,509.7434
2025-01-04,417.0496
2025-01-05,181.1781
2025-01-06,325.871
2025-01-07,356.5216
2025-01-08,243.0146
2025-01-09,225.2027
2025-01-10,220.5521
2025-01-11,268.8555
2025-01-12,298.6075
2025-01-13,381.2045
2025-01-14,446.8434
2025-01-15,553.7755
2025-01-16,597.6952
2025-01-17,688.2764
2025-01-18,671.0366
2025-01-19,644.118
2025-01-20,658.5601
2025-01-21,682.2335
2025-01-22,706.0003
2025-01-23,738.4523
2025-01-24,681.158
2025-01-25,721.8165
2025-01-26,760.2909
2025-01-27,737.0945
2025-01-28,740.2071
2025-01-29,763.4737
2025-01-30,708.5168
2025-01-31,644.0344
2025-02-01,634.8503
2025-02-02,500.3274
2025-02-03,655.0118
2025-02-04,677.9356
2025-02-05,709.8998
2025-02-06,739.572
2025-02-07,648.6217
2025-02-08,492.3534
2025-02-09,627.5137
2025-02-10,601.1593
2025-02-11,428.135
2025-02-12,620.466
2025-02-13,557.6569
2025-02-14,463.1707
2025-02-15,445.9823
2025-02-16,346.2734
2025-02-17,322.9612
2025-02-18,276.9471
2025-02-19,236.7433
2025-02-20,257.6353
2025-02-21,213.5878
2025-02-22,199.3797
2025-02-23,194.3907
2025-02-24,273.9536
2025-02-25,315.893
2025-02-26,272.896
2025-02-27,245.0271
2025-02-28,243.1854
2025-03-01,170.089
2025-03-02,153.5682
2025-03-03,220.6527
2025-03-04,268.8699
2025-03-05,228.6245
2025-03-06,234.7208
2025-03-07,192.4698
2025-03-08,190.5204
2025-03-09,197.0111
