episode,episode_reward,episode_pnl,episode_tx_cost,episode_ahorro_cop,margin_calls_count,overhedging_penalty_kwh_sum,episode_time_sec
82,-123.84944596216994,27636135224.029472,213030921.59999996,27423104302.42947,23,1245338730.7719984,12.863935041998047
83,-119.15525176035113,27841454813.54142,238151152.79999986,27603303660.74141,24,1244627856.6879995,12.28678912500618
84,-123.6498775146885,27556146975.57762,216484705.71868342,27339662269.858925,26,1257826416.184,12.258780792006291
85,-118.08233669585228,28771450636.70713,230380729.1999999,28541069907.507126,27,1342895302.504998,12.451274374965578
86,-116.8238401242477,27920036234.949066,240212631.59999996,27679823603.34906,24,1243689044.0719988,12.352337125048507
87,-117.25660657092837,29241330101.658745,232299525.59999987,29009030576.05874,24,1275430502.4699984,12.245001833012793
88,-100.72952466458771,29890669845.67233,236702257.19999978,29653967588.47232,20,1267076500.152999,12.367223832989112
89,-110.59612221737856,28710313434.756905,246804422.3999999,28463509012.35689,25,1196152812.8349993,12.45778545801295
90,-117.22475650254415,28286190909.474243,231058292.3999999,28055132617.07424,19,1102727148.1809993,12.83726433297852
91,-110.88599219323282,28888309067.32931,214620735.59999993,28673688331.72931,23,1131821108.0579991,12.366918749990873
92,-145.18858190700416,25608573744.660835,223903306.79999986,25384670437.860836,40,1111402966.4479992,12.261667957995087
93,-154.4637364844629,26067883131.2747,225841417.2,25842041714.0747,46,1315614337.2879977,12.229262790991925
94,-154.44179505307935,24657702260.823437,219406114.79999995,24438296146.023438,45,1240375553.834,12.456399791990407
95,-188.6741525467978,24189351530.741768,223954462.7999998,23965397067.941757,51,1279706881.0149984,12.38833354198141
96,-169.87162678847804,26233861844.196045,262575028.79999995,25971286815.39603,46,1321084105.564,12.760959166975226
97,-179.16006497888654,25125325129.76072,259643699.9999999,24865681429.7607,49,1282532723.612999,12.647536333010066
98,-212.77245402222383,22735132693.907154,249400202.39999998,22485732491.507156,41,1166017143.5229948,12.316506750008557
99,-145.8866333052976,27006029752.8344,188379471.59999996,26817650281.234386,30,1235524200.5430005,12.313847167009953
100,-157.74067508371417,25699631153.346832,205409516.39999995,25494221636.946835,45,1258089279.034,12.366307334043086
101,-181.9491230074675,24346215550.436077,223720596.0,24122494954.43608,46,1233072416.0500007,12.542580583016388
102,-154.158077301593,25402444942.917202,218962598.3999999,25183482344.517193,45,1288224559.3949995,12.481032875017263
103,-156.82181166174695,25618301670.697025,217093359.6,25401208311.09701,44,1291050399.2219994,12.436544083000626
104,-143.49111561897269,26428933073.63799,229085963.99999997,26199847109.63799,39,1305258588.6300004,12.462146375037264
105,-139.6993800031542,25987794592.605164,233027578.79999992,25754767013.80515,42,1270516862.2239995,12.766254333022516
106,-123.28975723961513,29719648240.01554,247918276.79999995,29471729963.215527,40,1396984878.1879978,12.441381959011778
107,-129.5508638606202,27102742731.5431,229225179.59999993,26873517551.94309,35,1212891286.4759994,12.618067584000528
108,-131.3746947313367,27184589044.45046,215876379.5999999,26968712664.850452,33,1322153750.534997,12.510040499968454
109,-121.86972984921186,29454316878.450462,224220632.39999986,29230096246.050446,33,1465033324.0929968,12.471507375012152
110,-111.61890400780983,28530444724.071247,231846875.99999994,28298597848.071243,22,1222422587.8579977,12.86634245904861
111,-120.30398160695434,28992076634.614155,236241730.79999992,28755834903.81414,28,1280673818.0569973,12.600439916015603
112,-111.98569078339276,29687058521.130283,234295189.2,29452763331.930275,26,1252024310.2429976,12.40285087499069
113,-105.43682816202211,29728062521.130283,243939923.99999997,29484122597.13026,27,1302396397.5519981,12.698538708034903
114,-103.45153900926029,29864916521.130283,246687966.0,29618228555.130264,25,1269793375.9609983,12.407385458995122
115,-116.91171732715527,29581536799.483467,240292544.4,29341244255.08345,24,1281849202.5759988,12.375085667008534
116,-109.4354036445585,29317635434.614155,232191565.19999996,29085443869.41414,27,1268386843.860001,12.806975917017553
117,-108.17280346043563,29613601479.626324,230166341.99999997,29383435137.626316,26,1243930499.343001,12.678261750028469
118,-124.39409639737345,28601169688.787613,240417961.20000002,28360751727.587616,24,1225636462.7440016,12.817174416966736
119,-122.5495476575256,30485789402.271484,241765599.59999996,30244023802.671482,26,1288084571.9590006,12.522272915986832
120,-116.11021385821306,29467724037.402172,241581038.40000004,29226142999.00217,24,1261406362.8989985,12.635544874996413
121,-106.02268239456745,29939131040.343136,232750094.39999998,29706380945.943134,23,1222361409.9979973,12.651153917016927
122,-101.9299593317423,30018475040.34314,240027307.20000002,29778447733.143143,24,1224049943.2589972,12.66463404102251
123,-121.01803784725593,28042687578.06882,230579981.99999997,27812107596.06881,25,1253556811.9750004,12.721386666991748
124,-102.76945675060266,29595628689.42366,217640239.20000005,29377988450.22366,24,1187763339.0649974,13.692641625006218
125,-88.27210695371133,29973477384.407654,230477363.99999997,29743000020.407654,21,1217359426.2299984,12.543025041988585
126,-102.80211025756319,28584028958.949154,217522738.79999998,28366506220.149143,26,1131633452.8220007,13.297584208019543
127,-103.95431620772491,30270316907.052814,255664202.4,30014652704.65282,22,1218715037.381999,13.254938291967846
128,-106.36543586828357,29678102398.66344,230502744.00000003,29447599654.663452,26,1197355711.1029968,12.878039958013687
129,-105.07849622917824,29104826948.1011,221431229.99999997,28883395718.101116,25,1099749299.057,13.34455529198749
130,-92.34174821799073,30282404076.018276,234127224.00000003,30048276852.01828,24,1163942495.521997,12.54971812502481
131,-99.95140700695649,29036379276.018276,224421847.20000005,28811957428.818275,25,1139066345.031997,12.415167667029891
132,-90.81219969856907,29791281776.37542,232491798.00000003,29558789978.375416,24,1166781824.5229967,12.34211620799033
133,-102.01384631775367,29243657514.1011,232781313.6,29010876200.501102,26,1225675365.201997,12.449580750020687
134,-104.03088639321062,28578834714.1011,237957548.40000004,28340877165.701103,26,1199717636.1719966,12.443267042050138
135,-123.4489166305805,27605580018.889305,240921820.8,27364658198.089302,30,1199112300.5299973,13.432770291983616
136,-110.72559160039049,29564758387.58759,224779482.00000006,29339978905.587593,31,1212609798.3399975,12.502966166997794
137,-124.99394616237686,28493420092.603596,242539902.00000003,28250880190.60359,32,1191349313.1789978,12.697329541959334
138,-108.2614397521527,29289164594.44396,239540608.80000004,29049623985.643955,29,1205991105.8129969,12.444827708008233
139,-109.15063368125686,28181178860.8011,233470180.80000004,27947708680.001095,31,1222999511.7649963,12.484651457984
140,-94.05623851673383,30015187022.718277,226463727.6,29788723295.118275,31,1169723957.2099977,12.88105612504296
141,-94.82493552838433,29385412109.234406,238155548.40000004,29147256560.8344,28,1165057802.5529978,12.53642983303871
142,-93.91623044918036,30032367260.8011,239204318.4,29793162942.401093,25,1186097005.1299973,12.463518665987067
143,-96.39783688883657,28273307846.96009,225151531.2,28048156315.76007,29,1121724852.1869988,12.260582500020973
144,-100.35552335487984,28490745693.73428,233952397.2,28256793296.53427,27,1114320775.9779978,12.189777291030623
145,-95.84517689683594,29494867111.091423,223792286.4,29271074824.69141,28,1152152230.4189985,14.102294499985874
146,-91.50607051017869,29843110124.2458,235127257.20000005,29607982867.045803,28,1141445447.913998,12.674035000032745
147,-99.4163574486306,29505865222.405437,228059449.20000005,29277805773.20543,28,1158239824.5359979,12.420309250010177
148,-93.0318380014785,30076178997.607555,235044399.60000002,29841134598.00755,27,1184710597.7429972,12.770148166979197
149,-92.53251096094833,29676482064.31723,243773596.80000004,29432708467.517227,27,1171562829.431996,12.3329783329973
150,-98.77350285890161,29105546872.349464,238779525.60000002,28866767346.749462,28,1157047777.0359964,12.353265208017547
151,-95.90317147353079,29991905348.89785,250874359.20000002,29741030989.69784,27,1192915203.7469966,12.726935416983906
152,-103.16589163458086,28893233796.767162,243941965.20000008,28649291831.567154,27,1155479306.5559974,13.273998082964681
153,-98.97820821498182,28864731215.60753,244599634.79999998,28620131580.80753,28,1132010362.3349965,12.31242991698673
154,-96.89114647050398,28806943748.89785,241169255.99999994,28565774492.897854,29,1120051250.562998,13.098807499976829
155,-85.81615973441606,29812173950.914104,234595382.39999998,29577578568.514095,26,1142321411.1209981,12.89225441700546
156,-106.38084716802688,27851620596.767162,233089192.80000004,27618531403.96716,28,1137642291.9709976,12.29507079202449
157,-86.63539095654576,29618421094.17217,242926293.60000002,29375494800.57217,28,1154221566.726998,12.313182790996507
158,-96.59443352816785,28730901805.639786,239868201.6,28491033604.039772,28,1137928872.7549977,12.934175292029977
159,-99.8204746754853,29266894148.89785,246834561.59999996,29020059587.297844,28,1151023598.6579976,12.44549958303105
160,-103.76757849420818,27993170948.89785,243049129.19999993,27750121819.697845,28,1083444306.0719995,13.406006207980681
161,-94.88956443937062,28658005405.639786,244393758.0,28413611647.639782,27,1097557992.184998,12.486833749979269
162,-97.55439780515658,29000193588.941437,231912320.39999995,28768281268.54143,28,1085594417.2939997,12.280938583018724
163,-98.51176978830635,29075424675.45757,234443278.80000007,28840981396.657562,27,1181526286.8929968,12.503223207953852
164,-97.4135870395387,29371668832.231762,246797467.20000005,29124871365.031757,28,1186421366.168996,12.479145041957963
165,-90.54429073687228,29724839772.38172,244387483.20000005,29480452289.18172,28,1104126527.573996,12.481200958020054
166,-103.94875423263642,28841110648.93011,244526565.60000002,28596584083.330112,27,1148863409.3639963,13.603339500026777
167,-93.188180823573,28921361255.38172,237717165.6,28683644089.78172,28,1103642935.1379962,12.394566875009332
168,-92.022889070096,29030525772.38172,246861234.0,28783664538.38172,28,1069121514.7000011,12.233513084007427
169,-94.64266221159036,28706791905.672047,239395229.99999997,28467396675.672043,28,1077665741.4759998,12.352932833950035
170,-92.35918920947316,29197569105.672043,235150066.8,28962419038.872032,28,1062360262.8870001,13.134590333967935
171,-89.85695827423186,29095591758.972046,231904915.20000008,28863686843.77204,21,1078277582.7690005,12.283870749990456
172,-94.24653649683954,28659725625.681725,241792466.40000004,28417933159.28172,21,1077477415.5640001,12.229973333014641
173,-92.46226736314227,29082134958.972046,243290487.60000005,28838844471.37204,20,1052413354.9050006,12.236252166971099
174,-87.80478806343255,29282435358.972042,236328789.59999996,29046106569.372036,21,1087273835.378999,12.269648790999781
